Node Number = 871
Cell Number = 1620
      1     22     23      1      1
      2      2     22      1      1
      3      2      3     22      1
      4     22      3     24      1
      5      3      4     24      1
      6     24      4     25      1
      7      4      5     25      1
      8     25      5     26      1
      9      6     26      5      1
     10      6     27     26      1
     11      6      7     27      1
     12     27      7     28      1
     13      8     28      7      1
     14      8     29     28      1
     15      8      9     29      1
     16     29      9     30      1
     17      9     10     30      1
     18     30     10     31      1
     19     11     31     10      1
     20     32     31     11      1
     21     12     32     11      1
     22     33     32     12      1
     23     13     33     12      1
     24     13     34     33      1
     25     13     14     34      1
     26     34     14     35      1
     27     14     15     35      1
     28     35     15     36      1
     29     15     16     36      1
     30     36     16     37      1
     31     16     17     37      1
     32     37     17     38      1
     33     17     18     38      1
     34     38     18     39      1
     35     18     19     39      1
     36     39     19     40      1
     37     19     20     40      1
     38     40     20     41      1
     39     21     41     20      1
     40     21     42     41      1
     41     22     43     23      1
     42     44     43     22      1
     43     24     44     22      1
     44     45     44     24      1
     45     25     45     24      1
     46     46     45     25      1
     47     26     46     25      1
     48     47     46     26      1
     49     27     47     26      1
     50     48     47     27      1
     51     28     48     27      1
     52     49     48     28      1
     53     29     49     28      1
     54     50     49     29      1
     55     30     50     29      1
     56     51     50     30      1
     57     31     51     30      1
     58     52     51     31      1
     59     32     52     31      1
     60     53     52     32      1
     61     33     53     32      1
     62     54     53     33      1
     63     34     54     33      1
     64     34     55     54      1
     65     35     55     34      1
     66     56     55     35      1
     67     36     56     35      1
     68     57     56     36      1
     69     37     57     36      1
     70     58     57     37      1
     71     38     58     37      1
     72     59     58     38      1
     73     39     59     38      1
     74     60     59     39      1
     75     40     60     39      1
     76     61     60     40      1
     77     41     61     40      1
     78     62     61     41      1
     79     41     42     62      1
     80     62     42     63      1
     81     43     44     64      1
     82     64     44     65      1
     83     44     45     65      1
     84     65     45     66      1
     85     45     46     66      1
     86     66     46     67      1
     87     46     47     67      1
     88     67     47     68      1
     89     47     48     68      1
     90     68     48     69      1
     91     48     49     69      1
     92     69     49     70      1
     93     49     50     70      1
     94     70     50     71      1
     95     50     51     71      1
     96     71     51     72      1
     97     51     52     72      1
     98     72     52     73      1
     99     52     53     73      1
    100     73     53     74      1
    101     53     54     74      1
    102     74     54     75      1
    103     55     75     54      1
    104     76     75     55      1
    105     55     56     76      1
    106     76     56     77      1
    107     56     57     77      1
    108     77     57     78      1
    109     57     58     78      1
    110     78     58     79      1
    111     58     59     79      1
    112     79     59     80      1
    113     59     60     80      1
    114     80     60     81      1
    115     60     61     81      1
    116     81     61     82      1
    117     61     62     82      1
    118     82     62     83      1
    119     62     63     83      1
    120     83     63     84      1
    121     64     65     85      1
    122     85     65     86      1
    123     65     66     86      1
    124     86     66     87      1
    125     66     67     87      1
    126     87     67     88      1
    127     67     68     88      1
    128     88     68     89      1
    129     68     69     89      1
    130     89     69     90      1
    131     69     70     90      1
    132     90     70     91      1
    133     70     71     91      1
    134     91     71     92      1
    135     71     72     92      1
    136     92     72     93      1
    137     72     73     93      1
    138     93     73     94      1
    139     73     74     94      1
    140     94     74     95      1
    141     74     75     95      1
    142     95     75     96      1
    143     76     96     75      1
    144     97     96     76      1
    145     76     77     97      1
    146     97     77     98      1
    147     77     78     98      1
    148     98     78     99      1
    149     78     79     99      1
    150     99     79    100      1
    151     79     80    100      1
    152    100     80    101      1
    153     80     81    101      1
    154    101     81    102      1
    155     81     82    102      1
    156    102     82    103      1
    157     82     83    103      1
    158    103     83    104      1
    159     83     84    104      1
    160    104     84    105      1
    161     85     86    106      1
    162    106     86    107      1
    163     87    107     86      1
    164    108    107     87      1
    165     88    108     87      1
    166    109    108     88      1
    167     89    109     88      1
    168    110    109     89      1
    169     89     90    110      1
    170    110     90    111      1
    171     91    111     90      1
    172    112    111     91      1
    173     91     92    112      1
    174    112     92    113      1
    175     93    113     92      1
    176    114    113     93      1
    177     94    114     93      1
    178    115    114     94      1
    179     94     95    115      1
    180    115     95    116      1
    181     95     96    116      1
    182    116     96    117      1
    183     97    117     96      1
    184     97    118    117      1
    185     98    118     97      1
    186    119    118     98      1
    187     99    119     98      1
    188    120    119     99      1
    189    100    120     99      1
    190    121    120    100      1
    191    101    121    100      1
    192    122    121    101      1
    193    102    122    101      1
    194    123    122    102      1
    195    103    123    102      1
    196    124    123    103      1
    197    104    124    103      1
    198    125    124    104      1
    199    104    105    125      1
    200    125    105    126      1
    201    106    107    127      1
    202    127    107    128      1
    203    107    108    128      1
    204    128    108    129      1
    205    108    109    129      1
    206    129    109    130      1
    207    109    110    130      1
    208    130    110    131      1
    209    110    111    131      1
    210    131    111    132      1
    211    111    112    132      1
    212    132    112    133      1
    213    112    113    133      1
    214    133    113    134      1
    215    113    114    134      1
    216    134    114    135      1
    217    114    115    135      1
    218    135    115    136      1
    219    115    116    136      1
