  2706  1000. 0.0050
  2776  1000. 0.0050
  2630  1000. 0.0050
  2844  1000. 0.0050
  2546  1000. 0.0050
  2918  1000. 0.0050
  2452  1000. 0.0050
  2994  1000. 0.0050
  2349  1000. 0.0050
  3070  1000. 0.0050
  2348  1000. 0.0050
  3151  1000. 0.0050
  2255  1000. 0.0050
  3236  1000. 0.0050
  2109  1000. 0.0050
  3326  1000. 0.0050
  2108  1000. 0.0050
  3327  1000. 0.0050
  2107  1000. 0.0050
  3328  1000. 0.0050
  2106  1000. 0.0050
  3329  1000. 0.0050
  2105  1000. 0.0050
  3330  1000. 0.0050
  2104  1000. 0.0050
  3331  1000. 0.0050
  2103  1000. 0.0050
  3419  1000. 0.0050
  2102  1000. 0.0050
  3497  1000. 0.0050
  2101  1000. 0.0050
  3498  1000. 0.0050
  2100  1000. 0.0050
  3575  1000. 0.0050
  2099  1000. 0.0050
  3651  1000. 0.0050
  2098  1000. 0.0050
  3652  1000. 0.0050
  2097  1000. 0.0050
  3731  1000. 0.0050
  2096  1000. 0.0050
  3812  1000. 0.0050
  2095  1000. 0.0050
  3886  1000. 0.0050
  2094  1000. 0.0050
  3961  1000. 0.0050
  2093  1000. 0.0050
  4036  1000. 0.0050
  2092  1000. 0.0050
  4113  1000. 0.0050
  2091  1000. 0.0050
  4114  1000. 0.0050
  2090  1000. 0.0050
  4192  1000. 0.0050
  2089  1000. 0.0050
  4258  1000. 0.0050
  2088  1000. 0.0050
  4320  1000. 0.0050
  2087  1000. 0.0050
  4321  1000. 0.0050
  2253  1000. 0.0050
  4676  1000. 0.0050
  2252  1000. 0.0050
  4748  1000. 0.0050
  2251  1000. 0.0050
  4749  1000. 0.0050
  2081  1000. 0.0050
  4750  1000. 0.0050
  2080  1000. 0.0050
  4810  1000. 0.0050
  2079  1000. 0.0050
  4811  1000. 0.0050
  2078  1000. 0.0050
  4852  1000. 0.0050
  2077  1000. 0.0050
  4853  1000. 0.0050
  2076  1000. 0.0050
  4873  1000. 0.0050
  2075  1000. 0.0050
  4886  1000. 0.0050
  2074  1000. 0.0050
  4890  1000. 0.0050
  2073  1000. 0.0050
  4885  1000. 0.0050
  2072  1000. 0.0050
  4872  1000. 0.0050
  2071  1000. 0.0050
  4850  1000. 0.0050
  2070  1000. 0.0050
  4851  1000. 0.0050
  2069  1000. 0.0050
  4809  1000. 0.0050
  2068  1000. 0.0050
  4741  1000. 0.0050
  2067  1000. 0.0050
  4742  1000. 0.0050
  2250  1000. 0.0050
  4743  1000. 0.0050
  2249  1000. 0.0050
  4744  1000. 0.0050
  2248  1000. 0.0050
  4745  1000. 0.0050
  2062  1000. 0.0050
  4746  1000. 0.0050
  2247  1000. 0.0050
  4747  1000. 0.0050
  2245  1000. 0.0050
  4257  1000. 0.0050
  2244  1000. 0.0050
  4191  1000. 0.0050
  2057  1000. 0.0050
  4112  1000. 0.0050
  2243  1000. 0.0050
  4035  1000. 0.0050
  2054  1000. 0.0050
  3957  1000. 0.0050
  2053  1000. 0.0050
  3958  1000. 0.0050
  2052  1000. 0.0050
  3959  1000. 0.0050
  2051  1000. 0.0050
  3960  1000. 0.0050
  2050  1000. 0.0050
  3884  1000. 0.0050
  2049  1000. 0.0050
  3885  1000. 0.0050
  2048  1000. 0.0050
  3811  1000. 0.0050
  2047  1000. 0.0050
  3730  1000. 0.0050
  2046  1000. 0.0050
  3650  1000. 0.0050
  2045  1000. 0.0050
  3574  1000. 0.0050
  2044  1000. 0.0050
  3496  1000. 0.0050
  2043  1000. 0.0050
  3412  1000. 0.0050
  2042  1000. 0.0050
  3413  1000. 0.0050
  2041  1000. 0.0050
  3414  1000. 0.0050
  2040  1000. 0.0050
  3415  1000. 0.0050
  2039  1000. 0.0050
  3416  1000. 0.0050
  2038  1000. 0.0050
  3417  1000. 0.0050
  2037  1000. 0.0050
  3418  1000. 0.0050
  2036  1000. 0.0050
  3325  1000. 0.0050
  2242  1000. 0.0050
  3235  1000. 0.0050
  2241  1000. 0.0050
  3150  1000. 0.0050
  2347  1000. 0.0050
  3069  1000. 0.0050
  2450  1000. 0.0050
  2993  1000. 0.0050
  2544  1000. 0.0050
  2917  1000. 0.0050
  2629  1000. 0.0050
  2843  1000. 0.0050
  2705  1000. 0.0050
  2774  1000. 0.0050
  4323  1000. 0.0050
  4596  1000. 0.0050
  4324  1000. 0.0050
  4522  1000. 0.0050
  4263  1000. 0.0050
  4456  1000. 0.0050
  4198  1000. 0.0050
  4392  1000. 0.0050
  4199  1000. 0.0050
  4330  1000. 0.0050
  4122  1000. 0.0050
  4268  1000. 0.0050
  4123  1000. 0.0050
  4201  1000. 0.0050
  4255  1000. 0.0050
  4583  1000. 0.0050
  4254  1000. 0.0050
  4512  1000. 0.0050
  4187  1000. 0.0050
  4447  1000. 0.0050
  4186  1000. 0.0050
  4383  1000. 0.0050
  4185  1000. 0.0050
  4318  1000. 0.0050
  4184  1000. 0.0050
  4253  1000. 0.0050
  4104  1000. 0.0050
  4183  1000. 0.0050
  2608  1000. 0.0050
  2746  1000. 0.0050
  2518  1000. 0.0050
  2812  1000. 0.0050
  2519  1000. 0.0050
  2883  1000. 0.0050
  2423  1000. 0.0050
  2958  1000. 0.0050
  2319  1000. 0.0050
  3029  1000. 0.0050
  2162  1000. 0.0050
  3108  1000. 0.0050
  1935  1000. 0.0050
  3192  1000. 0.0050
  1736  1000. 0.0050
  3278  1000. 0.0050
  1737  1000. 0.0050
  3369  1000. 0.0050
  1936  1000. 0.0050
  3368  1000. 0.0050
  1937  1000. 0.0050
  3367  1000. 0.0050
  1938  1000. 0.0050
  3366  1000. 0.0050
  1939  1000. 0.0050
  3365  1000. 0.0050
  1940  1000. 0.0050
  3364  1000. 0.0050
  1941  1000. 0.0050
  3452  1000. 0.0050
  1942  1000. 0.0050
  3531  1000. 0.0050
  1943  1000. 0.0050
  3609  1000. 0.0050
  1944  1000. 0.0050
  3687  1000. 0.0050
  1945  1000. 0.0050
  3768  1000. 0.0050
  2163  1000. 0.0050
  3767  1000. 0.0050
  2164  1000. 0.0050
  3847  1000. 0.0050
  2165  1000. 0.0050
  3921  1000. 0.0050
  2166  1000. 0.0050
  3998  1000. 0.0050
  2167  1000. 0.0050
  4073  1000. 0.0050
  2168  1000. 0.0050
  4072  1000. 0.0050
  2169  1000. 0.0050
  4071  1000. 0.0050
  2170  1000. 0.0050
  4150  1000. 0.0050
  2171  1000. 0.0050
  4225  1000. 0.0050
  2172  1000. 0.0050
  4291  1000. 0.0050
  2173  1000. 0.0050
  4353  1000. 0.0050
  2175  1000. 0.0050
  4785  1000. 0.0050
  2176  1000. 0.0050
  4784  1000. 0.0050
  2177  1000. 0.0050
  4783  1000. 0.0050
  2178  1000. 0.0050
  4782  1000. 0.0050
  2179  1000. 0.0050
  4781  1000. 0.0050
  2180  1000. 0.0050
  4780  1000. 0.0050
  2181  1000. 0.0050
  4779  1000. 0.0050
  2182  1000. 0.0050
  4832  1000. 0.0050
  2183  1000. 0.0050
  4864  1000. 0.0050
  2184  1000. 0.0050
  4880  1000. 0.0050
  2185  1000. 0.0050
  4889  1000. 0.0050
  2186  1000. 0.0050
  4888  1000. 0.0050
  2187  1000. 0.0050
  4881  1000. 0.0050
  2188  1000. 0.0050
  4865  1000. 0.0050
  2189  1000. 0.0050
  4834  1000. 0.0050
  2190  1000. 0.0050
  4833  1000. 0.0050
  2191  1000. 0.0050
  4786  1000. 0.0050
  2192  1000. 0.0050
  4709  1000. 0.0050
  2193  1000. 0.0050
  4708  1000. 0.0050
  2194  1000. 0.0050
  4707  1000. 0.0050
  2195  1000. 0.0050
  4706  1000. 0.0050
  2196  1000. 0.0050
  4705  1000. 0.0050
  1980  1000. 0.0050
  4704  1000. 0.0050
  2197  1000. 0.0050
  4703  1000. 0.0050
  2199  1000. 0.0050
  4226  1000. 0.0050
  2200  1000. 0.0050
  4151  1000. 0.0050
  2201  1000. 0.0050
  4076  1000. 0.0050
  2202  1000. 0.0050
  4075  1000. 0.0050
  2203  1000. 0.0050
  4074  1000. 0.0050
  2204  1000. 0.0050
  3999  1000. 0.0050
  2205  1000. 0.0050
  3922  1000. 0.0050
  2206  1000. 0.0050
  3848  1000. 0.0050
  2207  1000. 0.0050
  3774  1000. 0.0050
  2208  1000. 0.0050
  3694  1000. 0.0050
  2209  1000. 0.0050
  3616  1000. 0.0050
  1994  1000. 0.0050
  3541  1000. 0.0050
  2210  1000. 0.0050
  3540  1000. 0.0050
  2211  1000. 0.0050
  3539  1000. 0.0050
  2212  1000. 0.0050
  3538  1000. 0.0050
  1999  1000. 0.0050
  3463  1000. 0.0050
  2000  1000. 0.0050
  3458  1000. 0.0050
  2001  1000. 0.0050
  3462  1000. 0.0050
  2002  1000. 0.0050
  3461  1000. 0.0050
  2003  1000. 0.0050
  3460  1000. 0.0050
  2004  1000. 0.0050
  3459  1000. 0.0050
  2005  1000. 0.0050
  3381  1000. 0.0050
  2213  1000. 0.0050
  3289  1000. 0.0050
  2320  1000. 0.0050
  3203  1000. 0.0050
  2424  1000. 0.0050
  3119  1000. 0.0050
  2520  1000. 0.0050
  3040  1000. 0.0050
  2609  1000. 0.0050
  2968  1000. 0.0050
  2684  1000. 0.0050
  2895  1000. 0.0050
  2685  1000. 0.0050
  2823  1000. 0.0050
  4413  1000. 0.0050
  4620  1000. 0.0050
  4350  1000. 0.0050
  4544  1000. 0.0050
  4287  1000. 0.0050
  4477  1000. 0.0050
  4220  1000. 0.0050
  4412  1000. 0.0050
  4219  1000. 0.0050
  4349  1000. 0.0050
  4143  1000. 0.0050
  4286  1000. 0.0050
  4142  1000. 0.0050
  4218  1000. 0.0050
  4228  1000. 0.0050
  4550  1000. 0.0050
  4229  1000. 0.0050
  4482  1000. 0.0050
  4156  1000. 0.0050
  4419  1000. 0.0050
  4157  1000. 0.0050
  4357  1000. 0.0050
  4158  1000. 0.0050
  4294  1000. 0.0050
  4083  1000. 0.0050
  4232  1000. 0.0050
  4084  1000. 0.0050
  4160  1000. 0.0050
  2254  1000. 0.0050
  4384  1000. 0.0050
  4675  1000. 0.0050
  2246  1000. 0.0050
  4319  1000. 0.0050
  4662  1000. 0.0050
  2174  1000. 0.0050
  4414  1000. 0.0050
  4702  1000. 0.0050
  2198  1000. 0.0050
  4227  1000. 0.0050
  4627  1000. 0.0050
