Node Number = 11196
Cell Number = 21984
      1    345    344      1      1
      2    346    345      1      1
      3      2    346      1      1
      4    347    346      2      1
      5      3    347      2      1
      6    348    347      3      1
      7      4    348      3      1
      8    349    348      4      1
      9    349      4      5      1
     10    349      5    350      1
     11    350      5      6      1
     12    351    350      6      1
     13    351      6      7      1
     14    352    351      7      1
     15    352      7      8      1
     16      8    353    352      1
     17    353      8      9      1
     18    354    353      9      1
     19     10    354      9      1
     20    355    354     10      1
     21     11    355     10      1
     22    356    355     11      1
     23     12    356     11      1
     24    357    356     12      1
     25     13    357     12      1
     26    358    357     13      1
     27    358     13     14      1
     28     14     15    358      1
     29    358     15    359      1
     30    360    359     15      1
     31     15     16    360      1
     32     16    361    360      1
     33     16     17    361      1
     34    362    361     17      1
     35     18    362     17      1
     36     19    362     18      1
     37    362     19    363      1
     38     20    363     19      1
     39     20    364    363      1
     40     21    364     20      1
     41    365    364     21      1
     42     22    365     21      1
     43    366    365     22      1
     44    366     22     23      1
     45    367    366     23      1
     46     24    367     23      1
     47     24    368    367      1
     48     25    368     24      1
     49     25    369    368      1
     50     26    369     25      1
     51     26    370    369      1
     52     27    370     26      1
     53    370     27    371      1
     54    371     27     28      1
     55     28    372    371      1
     56    372     28     29      1
     57    372     29    373      1
     58     29     30    373      1
     59    374    373     30      1
     60    374     30     31      1
     61    375    374     31      1
     62     32    375     31      1
     63    376    375     32      1
     64    376     32     33      1
     65     33    377    376      1
     66    377     33     34      1
     67    377     34    378      1
     68     35    378     34      1
     69    379    378     35      1
     70    379     35     36      1
     71     36    380    379      1
     72     37    380     36      1
     73     37    381    380      1
     74     38    381     37      1
     75    381     38    382      1
     76    382     38     39      1
     77     39    383    382      1
     78    383     39     40      1
     79    383     40    384      1
     80     40     41    384      1
     81    385    384     41      1
     82    385     41     42      1
     83    386    385     42      1
     84     42     43    386      1
     85    387    386     43      1
     86    387     43     44      1
     87     44    388    387      1
     88     45    388     44      1
     89    388     45    389      1
     90    389     45     46      1
     91     46    390    389      1
     92    390     46     47      1
     93    390     47    391      1
     94     47     48    391      1
     95    392    391     48      1
     96    392     48     49      1
     97     49    393    392      1
     98     50    393     49      1
     99    393     50    394      1
    100     51    394     50      1
    101     51    395    394      1
    102     52    395     51      1
    103    396    395     52      1
    104     53    396     52      1
    105     53    397    396      1
    106     53     54    397      1
    107     54    398    397      1
    108     55    398     54      1
    109     55    399    398      1
    110     56    399     55      1
    111     56    400    399      1
    112    400     56     57      1
    113    400     57    401      1
    114     58    401     57      1
    115    401     58    402      1
    116    402     58     59      1
    117     59    403    402      1
    118    403     59     60      1
    119    403     60    404      1
    120     61    404     60      1
    121    404     61    405      1
    122     62    405     61      1
    123     62    406    405      1
    124    406     62     63      1
    125     63    407    406      1
    126     64    407     63      1
    127    408    407     64      1
    128     65    408     64      1
    129     65    409    408      1
    130     65     66    409      1
    131     66    410    409      1
    132     67    410     66      1
    133    410     67    411      1
    134     68    411     67      1
    135     68    412    411      1
    136    412     68     69      1
    137    412     69    413      1
    138     70    413     69      1
    139    413     70    414      1
    140     71    414     70      1
    141     71    415    414      1
    142    415     71     72      1
    143    415     72    416      1
    144     72     73    416      1
    145    417    416     73      1
    146    417     73     74      1
    147     74    418    417      1
    148     75    418     74      1
    149    418     75    419      1
    150     76    419     75      1
    151    419     76    420      1
    152     76     77    420      1
    153    421    420     77      1
    154    421     77     78      1
    155     79    421     78      1
    156    422    421     79      1
    157    422     79     80      1
    158    422     80    423      1
    159     81    423     80      1
    160     81    424    423      1
    161     82    424     81      1
    162    424     82    425      1
    163     83    425     82      1
    164    426    425     83      1
    165    426     83     84      1
    166    426     84    427      1
    167     85    427     84      1
    168     85    428    427      1
    169     86    428     85      1
    170    429    428     86      1
    171    429     86     87      1
    172    429     87    430      1
    173    431    430     87      1
    174    431     87     88      1
    175    431     88    432      1
    176     89    432     88      1
    177    433    432     89      1
    178     90    433     89      1
    179    433     90    434      1
    180     91    434     90      1
    181     91    435    434      1
    182    435     91     92      1
    183     92    436    435      1
    184     93    436     92      1
    185    436     93    437      1
    186     94    437     93      1
    187    437     94    438      1
    188     95    438     94      1
    189    439    438     95      1
    190    439     95     96      1
    191    439     96    440      1
    192     97    440     96      1
    193    441    440     97      1
    194     98    441     97      1
    195    441     98    442      1
    196     99    442     98      1
    197     99    443    442      1
    198    443     99    100      1
    199    100    101    443      1
    200    443    101    444      1
    201    101    445    444      1
    202    102    445    101      1
    203    446    445    102      1
    204    102    103    446      1
    205    103    447    446      1
    206    103    104    447      1
    207    104    105    447      1
    208    105    448    447      1
    209    106    448    105      1
    210    448    106    449      1
    211    106    107    449      1
    212    449    107    450      1
    213    108    450    107      1
    214    450    108    451      1
    215    451    108    109      1
    216    451    109    452      1
    217    110    452    109      1
    218    452    110    453      1
    219    111    453    110      1
    220    453    111    454      1
    221    111    112    454      1
    222    454    112    455      1
    223    112    113    455      1
    224    455    113    456      1
    225    456    113    114      1
    226    456    114    457      1
    227    114    115    457      1
    228    458    457    115      1
    229    116    458    115      1
    230    458    116    459      1
    231    116    117    459      1
    232    117    460    459      1
    233    118    460    117      1
    234    460    118    461      1
    235    118    119    461      1
    236    461    119    462      1
    237    120    462    119      1
    238    462    120    463      1
    239    463    120    121      1
    240    463    121    464      1
    241    122    464    121      1
    242    464    122    465      1
    243    122    123    465      1
    244    465    123    466      1
    245    123    124    466      1
    246    466    124    467      1
    247    467    124    125      1
    248    467    125    468      1
    249    125    126    468      1
    250    469    468    126      1
    251    126    127    469      1
    252    127    470    469      1
    253    128    470    127      1
    254    470    128    471      1
    255    128    129    471      1
    256    129    472    471      1
    257    130    472    129      1
    258    472    130    473      1
    259    473    130    131      1
    260    473    131    474      1
    261    132    474    131      1
    262    474    132    475      1
    263    132    133    475      1
    264    133    476    475      1
    265    134    476    133      1
    266    476    134    477      1
    267    477    134    135      1
    268    135    478    477      1
    269    136    478    135      1
    270    478    136    479      1
    271    137    479    136      1
    272    479    137    480      1
    273    137    138    480      1
    274    138    481    480      1
    275    481    138    139      1
    276    139    482    481      1
    277    140    482    139      1
    278    140    483    482      1
    279    141    483    140      1
    280    483    141    484      1
    281    142    484    141      1
    282    484    142    485      1
    283    142    143    485      1
    284    143    486    485      1
    285    486    143    144      1
    286    486    144    487      1
    287    144    145    487      1
    288    488    487    145      1
    289    145    146    488      1
    290    146    489    488      1
    291    489    146    147      1
    292    490    489    147      1
    293    490    147    148      1
    294    148    491    490      1
    295    148    149    491      1
    296    491    149    492      1
    297    150    492    149      1
    298    492    150    493      1
    299    150    151    493      1
    300    151    494    493      1
    301    494    151    152      1
    302    494    152    495      1
    303    152    153    495      1
    304    153    496    495      1
    305    496    153    154      1
    306    496    154    497      1
    307    154    155    497      1
    308    155    498    497      1
    309    156    498    155      1
    310    498    156    499      1
    311    157    499    156      1
    312    499    157    500      1
    313    157    158    500      1
    314    158    501    500      1
    315    501    158    159      1
    316    502    501    159      1
    317    502    159    160      1
    318    160    503    502      1
    319    160    161    503      1
    320    503    161    504      1
    321    162    504    161      1
    322    504    162    505      1
    323    162    163    505      1
    324    163    506    505      1
    325    506    163    164      1
    326    506    164    165      1
    327    165    507    506      1
    328    165    166    507      1
    329    507    166    508      1
    330    508    166    167      1
    331    167    509    508      1
    332    509    167    168      1
    333    509    168    510      1
    334    169    510    168      1
    335    510    169    511      1
    336    511    169    170      1
    337    511    170    512      1
    338    171    512    170      1
    339    512    171    513      1
    340    171    172    513      1
    341    514    513    172      1
    342    514    172    173      1
    343    173    515    514      1
    344    515    173    174      1
    345    174    516    515      1
    346    174    517    516      1
    347    517    174    175      1
    348    517    175    518      1
    349    175    176    518      1
    350    518    176    519      1
    351    177    519    176      1
    352    177    520    519      1
    353    178    520    177      1
    354    521    520    178      1
    355    179    521    178      1
    356    179    522    521      1
    357    180    522    179      1
    358    523    522    180      1
    359    181    523    180      1
    360    181    524    523      1
    361    182    524    181      1
    362    182    525    524      1
    363    525    182    183      1
    364    183    526    525      1
    365    526    183    184      1
    366    526    184    527      1
    367    184    185    527      1
    368    527    185    528      1
    369    186    528    185      1
    370    186    529    528      1
    371    187    529    186      1
    372    187    530    529      1
    373    530    187    188      1
    374    188    531    530      1
    375    531    188    189      1
    376    531    189    532      1
    377    189    190    532      1
    378    532    190    533      1
    379    191    533    190      1
    380    533    191    534      1
    381    191    192    534      1
    382    534    192    535      1
    383    535    192    193      1
    384    193    536    535      1
    385    536    193    194      1
    386    536    194    537      1
    387    537    194    195      1
    388    195    538    537      1
    389    538    195    196      1
    390    538    196    539      1
    391    539    196    197      1
    392    197    540    539      1
    393    540    197    198      1
    394    540    198    541      1
    395    198    199    541      1
    396    542    541    199      1
    397    542    199    200      1
    398    200    201    542      1
    399    543    542    201      1
    400    543    201    202      1
    401    202    544    543      1
    402    203    544    202      1
    403    203    545    544      1
    404    203    204    545      1
    405    204    546    545      1
    406    205    546    204      1
    407    546    205    547      1
    408    205    206    547      1
    409    206    548    547      1
    410    548    206    207      1
    411    207    549    548      1
    412    208    549    207      1
    413    549    208    550      1
    414    209    550    208      1
    415    550    209    551      1
    416    551    209    210      1
    417    552    551    210      1
    418    552    210    211      1
    419    552    211    553      1
    420    211    212    553      1
    421    554    553    212      1
    422    554    212    213      1
    423    554    213    555      1
    424    555    213    214      1
    425    555    214    556      1
    426    556    214    215      1
    427    556    215    557      1
    428    557    215    216      1
    429    216    558    557      1
    430    558    216    217      1
    431    558    217    559      1
    432    559    217    218      1
    433    560    559    218      1
    434    218    219    560      1
    435    219    561    560      1
    436    561    219    220      1
    437    220    562    561      1
    438    220    221    562      1
    439    562    221    563      1
    440    563    221    222      1
    441    563    222    564      1
    442    564    222    223      1
    443    565    564    223      1
    444    224    565    223      1
    445    566    565    224      1
    446    224    225    566      1
    447    566    225    567      1
    448    226    567    225      1
    449    226    568    567      1
    450    226    227    568      1
    451    568    227    569      1
    452    569    227    228      1
    453    228    570    569      1
    454    570    228    229      1
    455    570    229    571      1
    456    229    230    571      1
    457    571    230    572      1
    458    572    230    231      1
    459    231    573    572      1
    460    573    231    232      1
    461    573    232    574      1
    462    232    233    574      1
    463    574    233    575      1
    464    575    233    234      1
    465    575    234    576      1
    466    576    234    235      1
    467    577    576    235      1
    468    236    577    235      1
    469    578    577    236      1
    470    236    237    578      1
    471    578    237    579      1
    472    238    579    237      1
    473    238    580    579      1
    474    238    239    580      1
    475    580    239    581      1
    476    581    239    240      1
    477    240    582    581      1
    478    582    240    241      1
    479    582    241    583      1
